date,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),RH (%),SR (W/mt2),BP (mmHg)
2021-04-17,56.5,114.78,11.9,26.95,38.91,6.32,6.32,1.04,61.41,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,61.19,98.2,917.56
2021-04-18,55.37,79.97,8.81,19.23,28.03,2.55,4.31,0.66,94.17,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,59.69,145.2,916.94
2021-04-19,75.24,144.66,9.94,23.72,33.65,3.04,7.48,0.82,75.57,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,59.77,130.81,917.16
2021-04-20,60.69,86.5,9.1,22.15,31.3,4.06,6.03,0.7,86.12,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,70.04,109.6,920.95
2021-04-21,67.07,109.23,9.94,23.55,33.49,5.22,5.6,0.81,44.14,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,66.98,123.89,920.32
2021-04-22,48.95,94.61,8.6,20.72,29.4,4.66,6.08,0.78,26.81,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,73.34,117.38,922.11
2021-04-23,33.74,62.57,7.86,18.1,25.96,4.68,5.42,0.62,27.1,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,75.92,117.71,922.12
2021-04-24,28.17,52.4,7.96,17.16,25.12,5.42,5.42,0.66,21.45,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,66.87,97.55,922.56
2021-04-25,36.79,78.5,8.05,17.01,25.06,5.16,5.08,0.7,22.02,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,63.5,111.05,918.25
2021-04-26,52.01,110.31,8.67,21.16,29.83,4.24,6.47,0.83,21.75,3.32,88.18,1.62,0.5139285714285714,54.01,123.62,915.99
2021-04-27,52.23,119.23,9.01,23.45,32.46,3.99,6.75,0.91,21.16,2.57,60.12,1.62,0.5139285714285714,53.6,101.72,916.3
2021-04-28,52.18,124.96,8.91,20.93,29.84,4.32,6.94,0.89,24.8,2.58,56.21,1.62,405.05,48.95,101.49,914.94
2021-04-29,59.79,106.37,7.73,18.44,26.17,3.8,7.45,0.7,29.92,1.57,58.93,1.62,0.5139285714285714,59.28,83.74,917.4
2021-04-30,56.0,91.66,7.95,19.14,27.09,3.98,6.76,0.7,30.37,1.47,32.25,361.24,262.14,59.36,82.01,917.23
2021-05-01,57.37,89.74,7.54,17.24,24.78,4.17,4.82,0.41,26.85,0.72,19.35,11.19,10.84,58.08,92.18,917.35
2021-05-02,42.1,60.52,6.56,15.23,21.79,3.91,4.67,0.06,27.14,0.42,7.91,3.43,3.74,62.92,76.98,918.2
2021-05-03,37.9,62.68,6.97,16.73,23.7,4.18,5.44,0.06,21.54,0.82,29.67,76.63,34.83,64.74,62.18,918.66
2021-05-04,40.92,65.53,6.84,17.02,23.85,3.92,4.25,0.06,24.22,0.79,29.11,5.38,6.15,72.12,48.9,921.09
2021-05-05,42.99,72.23,7.2,17.09,24.28,4.43,4.72,0.06,26.6,0.84,31.0,5.71,5.68,62.08,88.86,917.83
2021-05-06,38.83,61.13,6.63,15.87,22.5,4.17,5.34,0.06,25.22,0.56,28.9,2.77,3.22,62.46,85.1,918.15
2021-05-07,35.54,54.46,6.97,16.75,23.72,4.37,5.85,0.32,20.57,0.87,28.21,350.16,261.0,62.28,66.1,918.55
2021-05-08,32.32,52.08,6.45,15.44,21.9,4.29,5.01,0.55,23.72,0.6,30.1,133.2,41.22,65.66,72.87,918.97
2021-05-09,26.47,42.23,6.22,14.7,20.92,4.46,6.14,0.56,23.45,0.44,10.86,5.63,5.16,59.5,78.72,917.38
2021-05-10,26.87,40.26,5.87,14.04,19.91,4.06,6.42,0.53,24.85,0.38,5.33,1.86,2.54,68.79,70.24,920.04
2021-05-11,29.11,48.93,5.96,14.46,20.42,4.04,4.66,0.57,24.47,0.51,5.73,1.86,3.03,73.23,70.51,920.79
2021-05-12,22.91,46.18,6.04,14.16,20.2,4.33,4.97,0.56,22.12,0.49,5.12,2.72,5.07,77.86,61.94,922.9
2021-05-13,15.47,29.99,6.09,14.62,20.71,4.53,4.39,0.56,23.04,0.45,5.32,2.91,5.7,70.79,124.31,922.96
2021-05-14,16.23,26.05,5.57,13.1,18.67,4.17,5.58,0.52,25.33,0.37,3.9,0.74,1.36,63.62,116.17,920.85
2021-05-15,11.88,15.01,4.74,11.11,15.86,3.42,4.86,0.42,28.07,0.18,1.99,0.61,0.66,79.0,77.82,922.37
2021-05-16,10.44,14.21,4.7,11.37,16.06,3.36,4.54,0.45,25.71,0.16,0.94,0.16,0.28,86.73,77.62,924.4
2021-05-17,12.05,22.5,5.08,11.91,17.0,3.83,3.75,0.44,23.63,0.21,1.89,0.45,0.86,78.67,109.61,922.42
2021-05-18,14.77,25.21,5.07,11.83,16.9,3.9,5.17,0.44,20.66,0.21,2.96,1.16,1.27,79.09,116.26,923.09
2021-05-19,12.73,23.37,4.99,11.3,16.29,3.93,5.2,0.44,22.19,0.23,3.42,2.12,2.11,77.92,105.11,922.35
2021-05-20,14.88,24.16,5.0,11.77,16.77,4.01,4.32,0.44,19.87,0.43,7.01,7.15,8.26,82.48,87.93,923.21
2021-05-21,14.1,23.63,5.15,12.21,17.36,4.15,4.48,0.48,15.76,0.35,6.49,5.59,6.1,84.04,70.28,926.22
2021-05-22,15.81,27.76,5.62,13.16,18.78,4.27,4.73,0.49,19.46,0.4,9.54,28.75,10.46,80.81,73.13,922.95
2021-05-23,17.75,31.55,5.51,12.83,18.34,4.19,5.44,0.48,22.14,0.3,2.15,3.08,7.99,70.51,96.99,922.06
2021-05-24,22.23,51.21,5.5,12.6,18.1,4.27,4.02,0.48,22.65,0.3,1.94,2.92,7.42,70.62,83.86,920.38
2021-05-25,22.65,35.71,5.67,12.98,18.66,4.29,4.63,0.47,22.13,0.29,1.99,1.31,3.38,91.92,24.72,925.74
2021-05-26,30.02,66.86,5.51,13.97,19.48,4.02,4.78,0.46,25.09,0.55,11.85,11.3,14.61,64.31,110.18,918.74
2021-05-27,27.69,58.14,5.44,14.22,19.67,3.97,6.84,0.47,23.64,0.64,7.71,32.51,20.19,69.7,88.95,920.16
2021-05-28,29.2,64.99,5.63,13.97,19.6,4.3,5.9,0.48,22.91,0.65,13.25,32.91,16.44,68.1,76.68,919.47
2021-05-29,19.83,43.75,5.51,13.47,18.78,4.2,5.8,0.46,24.11,0.34,7.76,6.2,6.2,73.01,87.61,921.36
2021-05-30,13.68,26.47,5.27,12.64,17.91,4.09,5.4,0.43,23.81,0.49,2.69,2.38,4.54,70.92,73.35,920.09
2021-05-31,16.11,34.04,5.56,13.94,19.5,4.07,5.67,0.45,23.41,0.27,5.11,4.26,4.09,71.21,74.16,920.18
2021-06-01,16.41,33.08,5.26,12.94,18.2,4.04,5.87,0.46,22.65,0.39,9.08,6.83,6.1,71.99,70.83,920.78
2021-06-02,19.26,37.25,5.76,14.47,20.23,4.06,5.97,0.52,20.29,0.61,20.46,117.67,69.06,76.38,51.45,921.41
2021-06-03,17.22,36.67,6.07,15.31,21.15,4.17,4.77,0.58,18.3,0.71,26.66,70.69,31.74,80.7,52.79,922.93
2021-06-04,16.72,29.36,6.16,14.76,20.93,4.67,4.87,0.53,26.15,0.61,20.45,87.17,16.8,74.96,66.91,925.69
2021-06-05,13.88,19.94,5.73,14.51,20.24,4.0,5.43,0.49,53.71,0.35,6.9,5.39,6.28,83.73,94.58,925.06
2021-06-06,9.7,15.12,5.36,14.01,19.37,3.88,3.99,0.43,55.1,0.19,2.25,1.39,2.0,75.31,99.36,922.31
2021-06-07,19.02,36.54,5.99,15.99,21.96,3.65,4.96,0.52,58.87,0.63,16.38,101.12,60.79,70.52,79.86,921.31
2021-06-08,28.67,55.58,5.98,16.08,22.07,3.5,4.55,0.51,57.62,0.74,14.92,19.71,23.71,66.47,79.92,919.83
2021-06-09,20.81,41.0,6.01,15.76,21.77,3.37,4.72,0.5,53.33,0.74,13.91,16.65,20.24,76.94,54.35,922.78
2021-06-10,16.17,29.55,6.06,15.68,21.74,3.44,5.23,0.47,54.04,0.72,10.93,15.89,21.48,79.38,64.67,923.06
2021-06-11,18.48,40.17,6.04,15.72,21.76,3.28,4.95,0.48,51.02,0.82,10.09,9.22,11.83,73.5,72.61,921.68
2021-06-12,17.45,29.06,5.76,15.32,21.08,3.24,5.63,0.46,45.23,0.6,5.9,6.47,6.7,81.55,55.35,923.37
2021-06-13,13.04,18.32,5.31,14.5,19.81,3.02,4.21,0.42,40.01,0.24,2.35,3.12,4.57,83.36,50.28,923.83
2021-06-14,12.54,27.06,5.99,18.1,23.84,2.36,5.6,0.47,21.85,0.67,6.45,2.56,2.93,84.36,49.01,924.47
2021-06-15,19.39,48.43,5.75,17.61,23.36,2.51,5.1,0.51,20.12,0.79,11.62,3.68,3.89,83.8,53.79,924.67
2021-06-16,25.44,60.65,5.85,14.94,20.79,3.79,4.69,0.47,19.82,0.93,13.48,5.11,5.38,86.44,58.69,925.52
2021-06-17,24.79,70.31,5.71,14.02,19.73,3.86,4.82,0.47,21.6,0.59,10.84,5.03,4.88,76.67,81.6,923.72
2021-06-18,29.3,81.91,6.04,14.85,20.89,4.29,6.03,0.45,21.51,0.48,8.78,2.13,2.49,77.3,62.77,923.63
2021-06-19,29.6,85.6,5.66,14.03,19.69,3.99,4.91,0.48,22.28,0.65,6.85,4.72,5.35,79.18,57.1,922.04
2021-06-20,27.22,72.31,5.22,12.57,17.79,3.74,4.68,0.4,23.28,0.49,3.44,5.79,11.32,71.26,72.83,922.31
2021-06-21,26.12,62.5,5.9,14.78,20.68,3.96,5.15,0.5,22.47,0.82,12.38,7.92,12.42,76.81,71.69,922.51
2021-06-22,35.73,90.2,6.76,16.52,23.28,3.62,5.29,0.52,21.11,2.17,20.41,16.13,21.1,75.92,71.37,921.48
2021-06-23,33.47,93.31,6.84,16.29,23.13,3.73,5.07,0.53,21.6,1.66,20.89,35.79,40.53,72.11,53.28,920.66
2021-06-24,35.23,88.07,6.36,15.22,21.58,3.63,5.58,0.5,34.28,1.12,17.67,26.99,16.74,70.77,62.67,920.27
2021-06-25,37.65,97.81,6.79,16.34,23.13,3.66,5.51,0.51,34.28,1.05,18.22,9.84,13.45,68.84,73.38,919.44
2021-06-26,25.23,63.61,6.41,15.48,21.89,3.71,4.94,0.5,34.28,0.99,7.89,11.52,16.56,78.17,39.37,923.34
2021-06-27,17.79,36.6,5.89,13.62,19.5,3.95,5.07,0.45,34.28,0.43,2.92,3.89,8.47,83.54,54.97,925.27
2021-06-28,22.74,64.58,6.99,17.72,24.71,3.78,6.15,0.6,34.28,1.02,28.08,23.67,10.66,75.9,61.87,921.62
2021-06-29,16.79,61.7,6.96,17.14,24.09,4.06,4.42,0.64,34.28,1.02,21.56,9.94,11.1,70.83,80.57,920.27
2021-06-30,18.42,58.76,7.04,17.51,24.56,3.66,4.91,0.56,34.28,1.15,18.41,74.1,37.58,67.23,59.5,920.04
2021-07-01,28.71,51.69,6.61,15.89,22.51,3.85,5.84,0.55,34.28,0.9,19.11,12.63,17.68,75.79,46.7,921.78
2021-07-02,28.44,46.44,6.37,15.2,21.57,3.84,6.13,0.5,34.28,0.67,28.23,104.26,34.42,72.48,69.45,921.07
2021-07-03,28.43,54.93,6.31,14.92,21.22,3.84,6.24,0.55,34.28,0.8,32.59,140.42,69.47,68.25,62.72,920.04
2021-07-04,28.35,31.83,5.82,13.24,19.06,3.91,5.47,0.46,34.28,0.41,12.69,9.95,11.85,74.5,56.08,922.87
2021-07-05,28.14,45.8,6.71,16.72,23.43,3.79,4.39,0.49,34.28,0.34,11.06,12.26,11.21,70.25,102.01,923.8
2021-07-06,28.41,63.02,7.64,19.49,27.13,3.78,5.33,0.67,34.28,1.13,19.52,261.23,201.78,76.6,81.52,923.75
2021-07-07,28.4,64.71,7.62,19.53,27.15,3.62,4.47,0.67,34.28,1.52,55.3,376.67,247.93,82.83,34.22,923.95
2021-07-08,28.37,51.39,7.93,20.53,28.45,3.68,5.74,0.59,34.28,1.27,29.85,176.66,166.87,81.8,69.58,924.23
2021-07-09,28.4,48.5,7.16,18.27,25.43,3.36,4.8,0.54,34.28,1.22,46.98,313.71,234.87,83.15,53.28,924.52
2021-07-10,28.25,36.16,6.76,17.28,24.04,3.4,5.46,0.7671875,34.28,0.7,25.24,17.17,18.03,86.89,61.49,925.52
2021-07-11,27.69,32.65,5.7,14.29,19.99,3.14,5.21,0.7671875,34.28,0.46,6.83,5.25,9.04,81.63,55.71,923.51
2021-07-12,29.11,55.63,6.42,16.03,22.45,3.13,4.32,0.53,34.28,0.7,18.82,44.16,17.09,80.44,65.2,923.26
2021-07-13,24.44,50.14,6.61,15.65,22.26,3.75,4.86,0.51,34.28,0.77,26.66,36.34,18.08,89.63,45.1,925.98
2021-07-14,16.63,42.94,6.67,15.31,21.99,4.06,4.69,0.57,34.28,1.28,29.71,229.79,142.62,94.02,43.39,927.14
2021-07-15,16.23,41.02,6.28,15.52,21.8,3.72,4.8,0.53,34.28,0.71,22.2,11.89,10.78,89.58,55.12,926.66
2021-07-16,11.44,39.37,8.2,22.45,30.64,3.97,4.63,0.5,34.28,0.51,8.32,4.48,5.12,83.44,68.39,926.53
2021-07-17,24.35,49.77,11.1,34.24,45.33,1.95,4.9,0.9,14.49,0.95,29.92,100.66,109.68,76.46,64.37,925.77
2021-07-18,32.345,26.85,7.89,27.99,35.88,0.82,1.77,0.57,70.03,0.56,21.79,13.47,15.31,90.99,43.08,927.69
2021-07-19,11.49,46.15,8.27,25.97,34.24,1.12,1.74,0.66,63.07,1.74,12.76,77.33,56.49,84.39,78.79,925.84
2021-07-20,11.45,49.06,7.52,23.54,31.06,1.55,1.6,0.67,73.53,0.28,5.53,3.88,3.59,79.93,86.07,924.7
2021-07-21,13.01,56.98,7.83,24.41,32.24,1.54,1.48,0.67,79.9,0.24,4.45,2.77,2.34,91.23,35.23,927.05
2021-07-22,29.21,53.28,7.93,23.19,31.11,1.85,1.38,0.69,37.44,0.4,6.99,51.37,8.39,92.55,32.9,927.52
2021-07-23,21.55,54.26,7.61,20.14,27.75,2.65,1.71,0.7671875,40.4,0.3,4.32,2.35,1.9,93.67,48.38,927.44
2021-07-24,20.48,60.27,8.05,20.81,28.86,2.74,1.62,0.7671875,35.81,0.28,4.75,3.63,3.31,77.94,77.54,926.69
2021-07-25,20.64,40.62,6.94,16.14,23.07,3.37,1.64,0.7671875,40.97,0.12,3.63,2.34,2.03,77.06,86.75,925.77
2021-07-26,21.44,34.22,6.77,18.21,24.98,2.55,1.56,0.7671875,75.69,0.18,3.3,2.24,2.34,77.66,95.64,924.32
2021-07-27,21.45,60.28,7.2,19.49,26.69,2.37,1.34,0.7671875,35.77,0.55,7.24,4.14,3.45,76.95,91.3,923.45
2021-07-28,26.25,57.34,7.16,20.25,27.41,2.09,1.8,0.7671875,38.74,0.27,5.33,3.25,2.67,76.6,90.71,922.82
2021-07-29,27.29,67.34,6.85,18.49,25.34,2.44,1.71,0.7671875,39.06,0.35,6.6,108.78,77.45,78.81,66.87,923.37
2021-07-30,28.57,57.65,6.62,17.05,23.67,2.83,1.55,0.7671875,39.27,0.46,7.3,6.44,6.12,80.73,69.55,923.76
2021-07-31,29.88,67.03,6.89,18.19,25.08,2.63,1.79,0.7671875,38.45,0.49,6.99,160.64,140.63,75.52,69.01,923.17
2021-08-01,29.88,49.08,6.21,15.94,22.15,2.86,1.95,0.7671875,39.49,0.32,5.32,4.64,5.14,78.68,55.01,923.61
2021-08-02,29.87,59.04,5.9,14.75,20.65,3.06,1.86,0.7671875,40.43,0.24,4.26,2.7,3.1,78.45,80.35,922.95
2021-08-03,32.345,65.55177083333334,5.84,14.63,20.47,3.07,1.82,0.7671875,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,83.94,72.61,923.92
2021-08-04,29.89,50.95,6.07,15.18,21.25,3.06,1.9,0.7671875,33.14,0.32,4.75,2.45,2.9,84.26,60.19,924.22
2021-08-05,29.88,56.19,6.59,16.81,23.39,2.74,1.83,0.7671875,35.62,0.34,6.12,3.95,3.8,86.91,59.88,924.84
2021-08-06,30.19,48.81,6.15,15.36,21.52,2.88,1.58,0.7671875,36.1,0.2,4.69,2.8,2.29,75.36,98.88,923.79
2021-08-07,30.79,52.54,6.23,15.76,21.99,2.94,1.29,0.7671875,29.38,0.37,7.68,61.85,7.52,69.88,115.31,923.39
2021-08-08,30.79,50.53,6.39,15.09,21.48,3.77,1.69,0.7671875,32.3,0.19,3.04,2.2,2.2,74.71,100.2,921.96
2021-08-09,30.79,51.27,6.91,16.78,23.19,2.82,2.11,0.0,30.65,0.28,5.13,136.44,104.44,72.32,112.45,921.26
2021-08-10,35.21,53.72,6.06,14.53,20.58,2.6,1.7,0.7671875,35.81,0.36,6.96,6.96,6.18,85.25,48.99,922.38
2021-08-11,36.04,75.59,6.28,14.77,21.04,2.99,2.24,0.7671875,33.54,0.26,4.46,22.44,4.42,78.25,73.1,921.31
2021-08-12,36.79,60.71,6.0,13.73,19.73,2.94,1.8,0.7671875,35.78,0.24,5.62,5.37,4.87,87.76,45.58,922.69
2021-08-13,35.47,68.85,6.11,14.23,20.33,2.87,1.7,0.7671875,35.01,0.23,4.2,95.61,74.64,78.32,84.3,921.94
2021-08-14,33.79,69.08,5.8,12.9,18.71,3.08,1.86,0.7671875,36.48,0.42,5.83,5.33,5.53,82.54,66.95,920.73
2021-08-15,33.79,60.11,5.38,11.51,16.9,3.13,2.29,0.7671875,37.37,0.25,2.75,1.57,1.45,82.26,75.94,920.67
2021-08-16,39.25,66.72,6.19,14.0,20.18,3.11,1.65,0.7671875,33.43,0.58,6.23,50.83,5.89,82.27,56.09,922.18
2021-08-17,43.79,69.95,6.54,14.59,21.13,3.17,1.9,0.7671875,30.36,0.47,8.79,189.76,96.59,79.23,70.62,922.26
2021-08-18,39.55,63.97,5.92,13.0,18.92,3.27,1.82,0.7671875,34.1,0.35,6.05,4.92,4.33,79.4,72.65,921.12
2021-08-19,34.08,55.7,5.68,12.41,18.1,3.25,1.75,0.7671875,33.29,0.37,5.23,3.79,4.02,82.16,99.58,922.02
2021-08-20,30.79,74.35,5.98,13.76,19.74,3.13,2.1,0.7671875,29.59,0.43,10.13,232.46,197.03,76.15,85.19,921.46
2021-08-21,28.16,73.04,6.59,15.24,21.83,3.05,1.78,0.7671875,20.01,0.43,6.67,233.69,180.96,87.34,51.01,924.06
2021-08-22,25.79,56.29,6.52,15.2,21.73,3.14,2.07,0.7671875,26.36,0.2,3.44,2.77,2.77,78.3,111.88,921.96
2021-08-23,27.73,53.9,6.1,13.47,19.57,3.56,2.05,0.7671875,29.78,0.23,3.88,2.86,2.52,78.95,86.01,921.85
2021-08-24,30.79,59.88,6.42,14.18,20.6,3.56,1.75,0.7671875,28.31,0.3,5.24,58.39,25.82,71.79,122.36,920.24
2021-08-25,30.79,59.38,6.18,13.45,19.63,3.39,1.89,0.7671875,26.51,0.35,7.46,191.97,170.96,76.7,97.71,921.21
2021-08-26,24.96,47.56,7.27,15.9,23.35,3.31,1.72,0.9,21.6,0.34,6.67,253.49,171.09,80.06,101.21,921.92
2021-08-27,21.82,47.17,7.24,15.03,22.77,3.83,1.83,0.89,22.71,0.35,4.32,153.08,131.63,84.21,95.1,923.47
2021-08-28,19.41,52.17,6.83,14.38,21.71,3.83,2.06,0.83,29.0,0.32,4.6,3.72,3.45,78.15,74.23,922.92
2021-08-29,20.75,36.26,5.89,12.1,18.49,3.7,1.7,0.76,33.01,0.11,1.36,0.68,0.8,81.46,71.51,922.65
2021-08-30,15.06,55.7,6.45,13.43,20.38,3.97,1.66,0.82,35.12,0.31,4.29,3.41,3.74,86.38,73.81,921.55
2021-08-31,21.86,74.68,6.73,13.84,21.08,4.56,1.91,0.83,30.4,0.35,5.41,118.75,98.12,74.09,118.5,919.64
2021-09-01,28.46,68.9,6.82,13.93,21.25,4.55,1.89,0.81,29.78,0.32,5.26,4.47,4.24,76.52,117.91,918.87
2021-09-02,20.78,62.6,7.08,14.89,22.48,4.33,1.68,0.82,29.67,0.27,3.58,3.58,3.82,84.44,61.17,922.03
2021-09-03,19.99,46.12,7.59,17.36,25.45,3.93,1.79,0.79,56.32,0.24,4.25,3.87,4.12,84.66,79.18,923.22
2021-09-04,20.49,50.12,7.17,16.96,24.63,3.65,1.68,0.8,53.78,0.31,4.73,3.24,3.84,86.5,47.96,923.15
2021-09-05,14.76,37.59,6.77,15.96,23.23,3.57,1.76,0.73,53.25,0.18,4.01,0.72,0.87,87.69,62.91,923.22
2021-09-06,13.82,37.23,6.87,16.06,23.43,3.58,1.68,0.77,55.48,0.3,4.81,25.51,25.81,81.88,85.68,922.38
2021-09-07,17.38,51.06,6.71,14.68,21.9,3.78,1.73,0.82,31.61,0.23,3.47,1.42,1.52,85.41,67.18,923.03
2021-09-08,18.98,57.72,6.89,14.71,22.11,4.04,1.66,0.83,25.59,0.3,4.46,2.53,2.5,77.47,91.59,921.32
2021-09-09,22.22,68.71,6.7,14.42,21.61,4.21,1.64,0.81,25.92,0.31,5.7,3.33,3.29,74.55,97.29,919.96
2021-09-10,40.99,56.11,6.35,12.93,19.77,4.31,1.77,0.74,27.29,0.16,2.28,1.1,1.26,74.69,92.16,919.56
2021-09-11,32.345,62.57,6.25,13.06,19.81,4.05,1.81,0.76,28.02,0.16,2.72,0.83,0.84,83.27,73.04,921.67
2021-09-12,32.345,46.88,5.55,11.38,17.43,3.84,1.57,0.71,29.3,0.13,1.96,1.02,0.93,76.78,80.49,921.52
2021-09-13,32.345,50.82,5.5,11.65,17.64,3.68,1.53,0.73,29.03,0.15,2.0,0.52,0.53,87.66,69.34,922.89
2021-09-14,24.62,130.39,6.33,13.53,20.36,3.77,1.64,0.85,22.13,0.13,2.14,0.75,0.83,72.16,105.37,917.1
2021-09-15,31.56,70.47,7.03,14.95,22.48,4.02,2.1,0.9,24.52,0.0,0.5,1.62,0.5139285714285714,79.01,87.79,920.93
2021-09-16,30.24,73.73,6.95,14.76,22.2,4.29,1.69,0.88,23.13,0.19,0.5,0.31,0.5139285714285714,75.8,113.44,919.18
2021-09-17,37.19,75.06,7.18,14.87,22.55,4.37,1.93,0.88,20.4,0.5,0.5,0.8,0.5139285714285714,75.71,139.04,919.14
2021-09-18,31.53,77.54,7.73,16.03,24.26,4.72,1.84,0.87,19.35,0.56,1.98,2.23,1.5,68.51,140.03,917.03
2021-09-19,33.11,63.51,6.95,14.18,21.62,4.89,1.47,0.79,21.33,0.53,1.01,1.73,1.07,69.6,92.18,917.04
2021-09-20,38.9,73.43,8.04,17.12,25.66,4.66,1.68,1.05,20.55,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,79.58,75.87,920.74
2021-09-21,26.08,45.37,7.29,14.6,22.39,4.73,1.64,0.87,19.73,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,73.39,117.99,922.22
2021-09-22,18.62,43.19,6.45,13.27,20.23,4.49,1.7,0.83,22.47,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,75.04,96.23,921.09
2021-09-23,25.85,49.51,6.59,13.46,20.55,4.38,1.88,0.81,22.75,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,80.56,78.11,920.98
2021-09-24,27.52,58.71,7.67,15.79,23.96,4.4,1.68,0.97,19.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,78.17,71.55,919.69
2021-09-25,39.23,59.7,6.91,14.06,21.47,4.51,1.86,0.85,20.77,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,79.0,108.73,921.21
2021-09-26,22.45,38.97,6.77,14.76,22.04,4.0,1.83,0.7,44.48,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,77.4,73.29,922.41
2021-09-27,18.16,34.26,6.35,13.06,19.91,4.16,1.72,0.82,24.35,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,81.76,87.83,922.99
2021-09-28,24.32,54.58,6.52,13.61,20.63,4.16,1.78,0.84,25.25,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,81.67,71.03,922.39
2021-09-29,30.89,62.34,6.38,12.88,19.76,4.43,1.57,0.85,23.15,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,74.18,112.78,921.74
2021-09-30,32.25,68.12,7.62,15.93,24.05,4.45,1.89,1.05,19.04,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,79.02,63.0,922.2
2021-10-01,38.01,65.14,7.53,15.19,23.22,5.01,1.51,0.97,17.19,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,80.42,95.06,922.58
2021-10-02,44.06,58.29,7.17,13.95,21.62,5.34,1.68,0.91,14.42,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,80.12,90.25,921.89
2021-10-03,18.09,37.49,6.6,12.6,19.7,4.81,1.8,0.86,23.08,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,82.12,81.05,923.11
2021-10-04,27.23,50.62,8.32,18.44,27.26,4.94,1.68,0.97,46.65,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,73.71,58.99,922.44
2021-10-05,39.0,68.72,8.87,20.59,29.95,3.86,1.62,0.99,46.78,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,77.77,53.3,922.28
2021-10-06,37.14,58.55,8.3,18.76,27.56,3.42,1.45,0.9,54.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,0.91,927.18
2021-10-07,32.345,65.55177083333334,5.879079861111111,20.46,24.13072916666667,17.26078125,4.26,0.7671875,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,926.89
2021-10-08,32.345,65.55177083333334,5.879079861111111,20.46,24.13072916666667,17.26078125,4.26,0.7671875,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,926.89
2021-10-09,32.345,65.55177083333334,5.879079861111111,20.46,24.13072916666667,17.26078125,4.26,0.7671875,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,926.89
2021-10-10,32.345,65.55177083333334,5.879079861111111,20.46,24.13072916666667,17.26078125,4.26,0.7671875,34.28,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,71.625,108.8,926.89
2021-10-11,29.8,65.55177083333334,213.31,295.24,81.19,2.38,1.71,1.02,10.32,0.51,0.5,0.8,0.5139285714285714,84.24,63.0,923.19
2021-10-12,20.31,65.55177083333334,83.21,166.22,225.79,3.36,1.52,0.83,8.41,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,84.36,107.79,923.6
2021-10-13,21.02,65.55177083333334,12.2,21.59,29.66,2.67,1.55,0.83,8.32,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,83.88,102.15,923.67
2021-10-14,18.06,65.55177083333334,109.52,212.74,109.37,4.82,1.59,0.87,6.97,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,79.45,131.63,922.3
2021-10-15,28.12,65.55177083333334,209.84,412.84,441.64,17.26078125,1.42,1.03,9.38,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,84.4,52.76,924.33
2021-10-16,37.83,65.55177083333334,96.14,190.49,51.25,17.26078125,1.58,1.07,10.16,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,78.79,71.09,924.15
2021-10-17,27.83,65.55177083333334,19.75,28.17,38.96,3.4,1.44,0.88,10.59,1.0301041666666668,1.2105208333333333,1.62,0.5139285714285714,92.35,48.71,926.06
