date,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2021-11-18,29.11,51.32,14.03,9.13,23.16,2.3,6.99,2.21,1.77,0.5,1.5,,,0.4,0.3,,93.33,0.93,158.89,,,91.2,910.09,0.02
2021-11-19,17.24,33.87,13.98,9.11,23.09,2.3,6.97,1.97,2.38,0.5,1.5,,,0.4,0.3,,93.33,0.89,149.39,,,94.75,909.95,0.03
2021-11-20,16.85,33.29,13.95,9.1,23.05,2.3,6.97,1.41,2.03,0.5,1.5,,,0.4,0.3,,92.88,0.82,182.82,,,80.66,908.21,0.02
2021-11-21,31.02,54.14,14.04,9.13,23.17,2.3,7.02,1.25,3.78,0.5,1.5,,,0.4,0.3,,84.79,0.88,177.65,,,96.11,905.68,-0.03
2021-11-22,21.43,40.03,14.45,9.31,23.76,2.3,6.99,1.77,1.87,0.5,1.5,,,0.4,0.3,,85.86,0.9,162.85,,,100.45,902.39,-0.13
2021-11-23,18.42,35.6,14.1,9.16,23.27,2.3,7.02,0.84,3.15,0.5,1.5,,,0.4,0.3,,83.53,0.9,156.84,,,125.99,906.14,-0.01
2021-11-24,19.59,37.33,14.03,9.14,23.17,2.3,7.03,1.11,3.26,0.5,1.5,,,0.4,0.3,,83.14,0.94,153.61,,,100.2,904.16,-0.01
2021-11-25,26.99,48.21,14.04,9.14,23.18,2.3,6.98,1.49,3.19,0.5,1.5,,,0.4,0.3,,80.84,0.92,217.38,,,108.99,901.2,-0.02
2021-11-26,81.12,127.81,14.03,9.13,23.16,2.3,6.98,1.88,4.1,0.5,1.5,,,0.4,0.3,,84.9,0.92,196.34,,,122.56,902.67,0.0
2021-11-27,72.8,115.57,14.03,9.13,23.16,2.3,6.95,2.18,4.38,0.5,1.5,,,0.4,0.3,,90.57,0.95,60.97,,,72.06,896.07,0.05
2021-11-28,28.26,50.07,14.0,9.12,23.12,2.3,7.0,1.51,4.29,0.5,1.5,,,0.4,0.3,,93.33,0.93,114.15,,,73.02,897.22,0.08
2021-11-29,11.54,25.48,13.99,9.12,23.11,2.3,7.0,1.22,4.5,0.5,1.5,,,0.4,0.3,,93.17,0.87,137.0,,,91.7,896.78,0.08
2021-11-30,27.49,48.95,13.99,9.12,23.11,2.3,6.98,1.14,3.71,0.5,1.5,,,0.4,0.3,,86.13,0.8,102.5,,,89.07,896.82,-0.01
2021-12-01,23.1,42.48,14.01,9.12,23.14,2.3,7.02,1.81,4.56,0.5,1.5,,,0.4,0.3,,90.42,0.85,108.01,,,72.73,893.02,-0.02
2021-12-02,42.0,70.28,13.93,9.09,23.01,2.3,7.01,1.59,6.91,0.5,1.5,,,0.4,0.3,,89.11,0.94,122.9,,,92.1,892.42,-0.01
2021-12-03,102.97,145.33,13.92,9.09,23.0,2.3,6.97,1.94,6.24,0.5,1.5,,,0.4,0.3,,86.02,0.91,195.94,,,113.57,895.74,0.04
2021-12-04,75.22,119.11,13.93,9.09,23.03,2.3,6.99,2.03,6.04,0.5,1.5,,,0.4,0.3,,79.42,0.9,284.65,,,96.76,894.06,0.04
2021-12-05,68.92,108.66,14.0,9.11,23.11,2.3,7.0,1.92,4.35,0.5,1.5,,,0.4,0.3,,85.66,0.87,226.71,,,105.92,894.55,0.05
2021-12-06,117.3,176.12,14.02,9.13,23.14,2.3,7.02,1.46,5.51,0.5,1.5,,,0.4,0.3,,83.36,0.91,229.25,,,60.88,892.46,-0.01
2021-12-07,46.79,77.32,14.02,9.14,23.16,2.3,7.02,1.08,7.01,0.5,1.5,,,0.4,0.3,,77.63,0.92,176.1,,,100.09,896.56,-0.03
2021-12-08,30.26,53.02,14.23,9.2,23.43,2.3,6.98,0.1,6.37,0.5,1.5,,,0.4,0.3,,78.24,0.93,104.43,,,96.38,898.59,0.02
2021-12-09,24.86,45.09,9.353286637509786,20.46737961921801,29.920258247604124,12.517657101414038,6.98,0.1,5.05,0.5,1.5,,,0.4,0.3,,87.82,0.89,136.54,,,74.45,900.66,0.06
2021-12-10,21.03,39.45,14.1,9.16,23.25,2.3,7.01,0.1,5.77,0.5,1.51,,,0.4,0.3,,76.82,0.83,152.11,,,125.13,898.78,0.02
2021-12-11,20.55,38.74,14.1,9.15,23.24,2.3,7.0,0.1,3.62,0.5,1.5,,,0.4,0.3,,87.26,0.93,98.25,,,84.21,900.07,0.05
2021-12-12,17.53,34.3,14.03,9.13,23.17,2.3,6.98,0.1,3.91,0.5,1.5,,,0.4,0.3,,86.21,0.94,105.93,,,87.76,903.05,0.03
2021-12-13,25.16,45.52,14.02,9.13,23.15,2.3,6.97,0.1,3.79,0.5,1.5,,,0.4,0.3,,92.23,0.86,169.15,,,82.09,912.59,0.01
2021-12-14,30.01,52.64,13.99,9.12,23.11,2.3,7.0,0.1,4.03,0.5,1.5,,,0.4,0.3,,86.79,0.82,121.52,,,61.58,897.78,-0.02
2021-12-15,39.76,66.99,13.95,9.1,23.05,2.3,7.0,0.1,4.82,0.5,1.5,,,0.4,0.3,,88.28,0.85,137.69,,,43.24,890.37,-0.01
2021-12-16,54.88,89.22,13.92,9.08,23.0,2.3,7.0,0.1,5.9,0.5,1.5,,,0.4,0.3,,75.31,0.87,131.07,,,127.23,893.46,-0.02
2021-12-17,61.36,98.75,13.92,9.09,23.01,2.3,7.0,0.1,7.52,0.5,1.5,,,0.4,0.3,,71.15,0.91,115.28,,,136.65,901.37,-0.02
2021-12-18,69.67,110.97,13.94,9.09,23.03,2.3,6.99,0.1,7.81,0.5,1.5,,,0.4,0.3,,76.0,0.92,126.81,,,124.18,902.94,-0.0
2021-12-19,86.5,132.77,13.88,9.08,22.96,2.3,7.02,0.1,10.81,0.5,1.5,,,0.4,0.3,,67.22,0.92,110.75,,,123.25,907.14,-0.04
2021-12-20,86.65,127.81,13.89,9.08,22.97,2.3,6.99,0.1,11.43,0.5,1.5,,,0.4,0.3,,73.46,0.94,128.54,,,128.02,914.67,-0.02
2021-12-21,112.38,160.87,13.89,9.08,22.96,2.3,7.03,0.1,10.83,0.5,1.5,,,0.4,0.3,,70.67,0.94,134.16,,,131.07,922.54,-0.03
2021-12-22,82.04,129.17,13.98,9.11,23.09,2.3,7.0,0.1,9.79,0.5,1.5,,,0.4,0.3,,71.06,0.93,133.82,,,124.65,918.37,-0.04
2021-12-23,126.0,181.99,13.95,9.1,23.04,2.3,6.99,0.1,10.53,0.5,1.5,,,0.4,0.3,,68.43,0.93,135.76,,,162.12,924.33,-0.03
2021-12-24,81.27,128.03,14.03,9.13,23.16,2.3,7.0,0.1,10.15,0.5,1.5,,,0.4,0.3,,62.09,0.92,122.67,,,162.06,929.44,-0.08
2021-12-25,83.98,132.02,13.95,9.1,23.05,2.3,7.0,0.1,8.57,0.5,1.5,,,0.4,0.3,,60.9,0.93,98.22,,,127.79,933.36,-0.08
2021-12-26,47.47,78.33,13.95,9.1,23.05,2.3,6.99,0.1,9.89,0.5,1.5,,,0.4,0.3,,65.96,0.93,91.37,,,118.99,939.21,-0.06
2021-12-27,61.34,94.51,13.93,9.09,23.01,2.3,6.99,0.1,11.01,0.5,1.5,,,0.4,0.3,,72.41,0.92,173.55,,,118.62,964.09,-0.02
2021-12-28,35.27,60.39,13.92,9.09,23.01,2.3,6.98,0.1,8.62,0.5,1.5,,,0.4,0.3,,76.1,0.94,157.92,,,119.04,947.22,-0.02
2021-12-29,27.73,49.3,13.91,9.08,22.99,2.3,6.99,0.1,6.58,0.5,1.5,,,0.4,0.3,,76.25,0.94,213.74,,,114.51,947.68,-0.01
2021-12-30,15.1,30.73,13.92,9.09,23.01,2.3,6.99,0.1,5.76,0.5,1.5,,,0.4,0.3,,78.38,0.93,209.76,,,105.7,932.25,0.01
2021-12-31,18.39,35.55,16.38,12.68,28.17,2.3,6.98,0.1,14.75,0.5,1.5,,,0.4,0.3,,87.35,0.89,220.04,,,95.16,923.21,0.01
2022-01-01,13.5,28.36,18.91,16.08,33.0,2.3,7.01,0.1,18.76,0.5,1.5,,,0.4,0.3,,83.92,0.93,191.38,,,54.71,923.25,0.04
2022-01-02,12.67,27.15,18.92,16.08,33.0,2.3,6.99,0.1,19.68,0.5,1.5,,,0.4,0.3,,93.33,0.93,86.44,,,73.18,921.95,0.07
2022-01-03,31.86126885493773,66.50038723976297,9.353286637509786,20.46737961921801,29.920258247604124,12.517657101414038,7.121397964461455,0.9356027728260664,25.824717936593693,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,72.07346080363907,0.7521627013410804,202.04433243041956,,,142.13311705329195,875.1160772622944,-0.0879960604151816
2022-01-04,31.86126885493773,66.50038723976297,9.353286637509786,20.46737961921801,29.920258247604124,12.517657101414038,7.121397964461455,0.9356027728260664,25.824717936593693,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,72.07346080363907,0.7521627013410804,202.04433243041956,,,142.13311705329195,875.1160772622944,-0.0879960604151816
2022-01-05,31.86126885493773,66.50038723976297,9.353286637509786,20.46737961921801,29.920258247604124,12.517657101414038,7.121397964461455,0.9356027728260664,25.824717936593693,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,72.07346080363907,0.7521627013410804,202.04433243041956,,,142.13311705329195,875.1160772622944,-0.0879960604151816
2022-01-06,31.86126885493773,66.50038723976297,9.353286637509786,20.46737961921801,29.920258247604124,12.517657101414038,7.121397964461455,0.9356027728260664,25.824717936593693,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,72.07346080363907,0.7521627013410804,202.04433243041956,,,142.13311705329195,875.1160772622944,-0.0879960604151816
2022-01-07,31.86126885493773,66.50038723976297,9.353286637509786,20.46737961921801,29.920258247604124,12.517657101414038,7.121397964461455,0.9356027728260664,25.824717936593693,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,72.07346080363907,0.7521627013410804,202.04433243041956,,,142.13311705329195,875.1160772622944,-0.0879960604151816
2022-01-08,31.86126885493773,66.50038723976297,9.353286637509786,20.46737961921801,29.920258247604124,12.517657101414038,7.121397964461455,0.9356027728260664,25.824717936593693,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,72.07346080363907,0.7521627013410804,202.04433243041956,,,142.13311705329195,875.1160772622944,-0.0879960604151816
2022-01-09,31.86126885493773,66.50038723976297,9.353286637509786,20.46737961921801,29.920258247604124,12.517657101414038,7.121397964461455,0.9356027728260664,25.824717936593693,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,72.07346080363907,0.7521627013410804,202.04433243041956,,,142.13311705329195,875.1160772622944,-0.0879960604151816
2022-01-10,31.86126885493773,66.50038723976297,9.353286637509786,20.46737961921801,29.920258247604124,12.517657101414038,7.121397964461455,0.9356027728260664,25.824717936593693,0.5751839642693959,1.3202652602875211,,,1.236758888508912,0.610732243847403,,72.07346080363907,0.7521627013410804,202.04433243041956,,,142.13311705329195,875.1160772622944,-0.0879960604151816
2022-01-11,23.41,138.88,17.98,22.8,40.83,9.69,7.48,0.13,20.47,0.5,1.5,,,0.4,0.3,,59.95,1.08,202.5,,,225.05,932.62,-0.06
2022-01-12,28.75,80.59,25.52,22.01,42.73,9.36,7.19,0.14,24.35,0.5,1.5,,,0.4,0.3,,75.3,1.02,212.44,,,160.94,935.96,0.0
2022-01-13,29.55,77.94,21.57,19.67,41.25,9.36,7.03,0.15,30.69,0.5,1.5,,,0.4,0.3,,68.78,0.96,176.19,,,150.29,940.89,-0.02
2022-01-14,27.36,73.9,17.03,17.38,34.41,9.36,6.99,0.15,29.93,0.56,1.65,,,0.44,0.3,,63.59,0.95,209.05,,,133.73,944.18,-0.06
2022-01-15,29.65,87.12,11.78,14.75,26.54,9.36,7.0,0.15,31.08,0.62,1.83,,,0.48,0.3,,63.68,0.96,209.6,,,138.63,961.58,-0.11
2022-01-16,29.6,87.01,11.78,14.75,26.54,9.36,7.0,0.15,31.48,0.62,1.83,,,0.48,0.3,,74.92,1.11,203.56,,,135.39,957.34,-0.06
2022-01-17,29.54,87.01,12.77,15.34,95.26,9.67,6.99,0.89,60.26,2.6,1.83,,,0.48,0.3,,76.07,1.08,167.3,,,139.3,968.12,-0.03
2022-01-18,29.64,87.02,14.07,12.79,96.35,9.38,7.16,1.48,56.92,4.92,1.83,,,0.48,0.3,,72.35,1.05,193.37,,,144.67,965.59,-0.0
2022-01-19,29.52,86.85,14.37,9.04,24.4,9.75,7.61,0.43,17.71,4.95,1.84,,,0.48,0.3,,64.28,1.04,215.16,,,153.3,962.08,-0.08
2022-01-20,29.61,86.97,14.42,8.41,24.82,11.21,7.6,0.22,17.29,4.96,1.83,,,0.48,0.3,,54.12,0.98,214.91,,,141.8,967.47,-0.21
2022-01-21,29.61,87.03,14.29,7.75,24.64,10.0,7.62,0.32,16.69,4.98,1.83,,,0.48,0.3,,54.81,0.94,170.16,,,157.45,982.41,-0.19
2022-01-22,29.53,86.89,14.29,7.75,24.64,10.0,7.57,2.24,15.34,4.97,1.83,,,0.48,0.3,,58.82,0.87,197.03,,,162.24,966.06,-0.15
2022-01-23,29.54,86.87,14.29,7.76,24.65,10.0,7.59,1.38,15.27,4.96,1.82,,,0.48,0.3,,48.34,0.94,235.64,,,158.99,910.69,-0.2
2022-01-24,29.63,87.07,14.26,7.74,24.61,10.0,7.57,1.68,16.59,4.96,1.83,,,0.48,0.3,,49.73,0.82,214.52,,,151.58,926.7,-0.19
2022-01-25,24.28,126.63,14.17,8.36,24.0,6.56,7.35,2.13,13.61,3.05,1.83,,,0.48,0.3,,56.57,0.76,134.32,,,117.53,882.17,-0.16
2022-01-26,15.82,81.66,14.08,9.16,23.24,2.3,6.98,1.31,8.65,0.62,1.83,,,0.48,0.3,,70.56,0.88,155.85,,,119.52,799.09,-0.13
2022-01-27,15.63,63.04,14.09,9.14,23.22,2.3,7.02,1.35,7.41,0.62,1.83,,,0.48,0.3,,78.39,0.82,188.09,,,111.88,810.65,-0.11
2022-01-28,16.66,127.55,14.06,9.14,23.21,2.3,6.99,0.91,8.8,0.62,1.83,,,0.48,0.3,,78.12,0.95,215.98,,,120.66,800.75,-0.11
2022-01-29,16.07,107.07,14.01,9.13,23.14,2.3,7.0,1.26,8.55,0.62,1.83,,,0.48,0.3,,74.6,1.0,211.62,,,124.31,796.77,-0.11
2022-01-30,16.0,100.05,14.02,9.13,23.15,2.3,6.97,1.48,8.57,0.62,1.83,,,0.48,0.3,,74.13,1.04,211.05,,,141.75,784.72,-0.11
2022-01-31,15.94,94.37,14.12,9.17,23.29,2.3,6.99,1.19,9.51,0.62,1.83,,,0.48,0.3,,71.4,1.03,225.87,,,144.57,763.96,-0.11
2022-02-01,16.18,118.33,14.18,9.19,23.37,2.3,7.01,1.32,7.75,0.62,1.82,,,0.48,0.3,,70.72,0.75,158.65,,,119.94,780.82,-0.12
2022-02-02,16.14,114.09,14.05,9.14,23.2,2.3,6.98,0.93,9.9,0.62,1.82,,,0.48,0.3,,65.85,0.88,230.91,,,134.93,796.5,-0.14
2022-02-03,16.34,133.54,17.32,13.5,30.82,2.3,7.0,1.55,7.59,0.62,1.83,,,0.48,0.3,,71.54,0.98,208.53,,,112.95,792.14,-0.12
2022-02-04,23.84,100.24,16.87,13.87,30.75,2.3,7.0,1.93,5.43,0.62,1.83,,,0.48,0.3,,51.22,1.02,231.94,,,145.4,770.04,-0.2
2022-02-05,31.83,179.33,13.73,10.73,24.46,2.3,7.0,1.38,6.14,0.62,1.83,,,0.48,0.3,,61.63,1.02,227.87,,,117.14,761.37,-0.15
2022-02-06,30.92,89.49,13.67,10.7,24.37,2.3,6.99,1.63,8.5,0.62,1.83,,,0.48,0.3,,70.6,0.82,207.95,,,113.04,774.76,-0.12
2022-02-07,30.75,73.32,13.71,10.73,24.44,2.3,6.98,1.33,9.0,0.62,1.84,,,0.48,0.3,,69.67,1.08,214.69,,,115.76,744.01,-0.13
2022-02-08,27.47,93.35,13.0,13.87,28.15,2.3,6.96,0.84,9.79,0.62,1.83,,,0.48,0.3,,67.4,1.08,214.59,,,111.31,757.82,-0.13
2022-02-09,25.95,96.12,10.72,11.72,23.44,2.3,6.99,1.29,11.65,0.62,1.83,,,0.48,0.3,,66.84,0.85,221.39,,,130.66,789.92,-0.12
2022-02-10,25.85,86.22,10.77,11.81,23.58,2.3,7.05,1.22,7.56,0.62,1.83,,,0.48,0.3,,57.94,1.03,232.85,,,131.79,766.31,-0.17
2022-02-11,22.69,121.08,12.99,14.99,28.57,2.3,7.01,2.15,11.19,0.62,1.83,,,0.48,0.3,,48.65,0.98,223.36,,,121.96,759.59,-0.21
2022-02-12,20.66,51.31,17.73,22.73,40.46,2.3,7.01,1.43,19.26,0.62,1.83,,,0.48,0.3,,62.51,0.99,224.79,,,125.43,763.05,-0.15
2022-02-13,20.75,60.2,17.73,22.73,40.45,2.3,6.99,1.12,20.01,0.62,1.83,,,0.48,0.3,,65.86,1.08,239.35,,,121.35,768.63,-0.13
2022-02-14,22.99,128.95,17.72,22.72,40.44,2.3,6.98,1.13,20.73,0.62,1.83,,,0.48,0.3,,62.04,0.94,224.66,,,132.76,794.61,-0.16
2022-02-15,29.16,80.51,16.15,19.99,36.82,2.3,7.01,1.25,21.35,0.62,1.83,,,0.48,0.3,,68.94,0.65,197.56,,,130.29,778.15,-0.08
2022-02-16,37.75,179.23,13.68,18.71,35.38,2.3,7.01,1.04,23.36,0.62,1.83,,,0.48,0.3,,64.27,1.03,233.92,,,113.69,746.73,-0.11
2022-02-17,36.26,95.62,13.66,18.7,35.37,2.3,7.0,1.21,24.53,0.62,1.83,,,0.48,0.3,,58.63,0.93,218.56,,,121.47,752.03,-0.17
2022-02-18,37.74,136.54,13.97,18.72,35.63,2.3,6.98,1.61,22.99,0.62,1.83,,,0.48,0.3,,64.39,0.91,214.29,,,129.26,767.77,-0.14
2022-02-19,35.77,47.17,13.71,18.73,35.44,2.3,7.01,1.15,20.14,0.62,1.83,,,0.48,0.3,,64.41,1.08,234.38,,,128.66,750.89,-0.13
2022-02-20,86.15,294.02,13.93,18.83,35.76,2.3,7.01,1.14,20.13,0.62,1.83,,,0.48,0.3,,55.89,0.93,239.5,,,118.97,758.83,-0.18
2022-02-21,40.18,212.18,18.79,25.51,44.74,2.3,7.01,1.67,21.68,0.63,1.83,,,0.48,0.3,,52.49,0.87,218.15,,,112.15,715.2,-0.18
2022-02-22,36.14,118.38,19.77,26.75,46.52,2.3,6.99,2.61,27.4,0.62,1.83,,,0.48,0.3,,60.89,0.92,210.38,,,103.68,710.93,-0.14
2022-02-23,39.04,45.34,21.81,28.29,45.41,3.71,7.53,1.07,26.06,0.62,1.83,,,0.48,0.3,,60.39,0.95,227.19,,,125.22,753.08,-0.15
2022-02-24,27.97,49.15,17.39,21.37,36.08,5.16,8.59,1.14,21.63,0.62,1.83,,,0.48,0.3,,57.59,0.96,227.28,,,122.83,742.22,-0.16
2022-02-25,27.6,53.68,9.92,11.24,25.27,5.36,8.93,1.09,19.07,0.62,1.83,,,0.48,0.3,,49.05,0.99,239.57,,,116.9,747.89,-0.23
2022-02-26,35.2,58.3,9.66,11.7,26.36,9.0,9.01,1.19,22.22,0.62,1.83,,,0.48,0.3,,55.93,0.96,232.41,,,117.21,775.77,-0.18
2022-02-27,35.2,57.97,9.77,11.74,26.5,9.0,8.98,2.44,20.64,0.62,1.83,,,0.48,0.3,,59.51,0.98,234.72,,,131.39,763.89,-0.16
2022-02-28,35.2,58.06,9.74,11.73,26.48,9.0,9.02,1.72,21.09,0.62,1.83,,,0.48,0.3,,46.57,0.84,233.63,,,143.55,755.51,-0.22
2022-03-01,35.29,76.48,9.76,11.74,26.5,9.0,8.99,2.45,22.09,1.14,1.83,,,0.94,0.3,,48.6,0.69,231.38,,,129.57,776.75,-0.22
2022-03-02,35.4,94.38,9.73,11.7,26.39,9.0,8.97,1.47,22.72,1.52,1.73,,,1.32,0.32,,28.39,0.73,229.39,,,123.94,786.56,-0.3
2022-03-03,35.43,92.36,9.73,11.73,26.46,9.0,9.0,0.1,23.19,1.35,1.63,,,1.23,0.33,,34.58,0.61,233.69,,,132.56,703.72,-0.26
2022-03-04,35.4,88.91,9.71,11.72,26.43,11.49,8.97,0.1,22.06,1.41,2.19,,,2.02,0.33,,35.99,0.55,233.17,,,134.9,769.38,-0.25
2022-03-05,35.35,87.21,9.75,12.85,26.49,13.45,9.0,0.1,20.72,1.44,2.63,,,2.63,0.33,,51.61,0.45,223.77,,,112.81,754.0,-0.19
2022-03-06,35.32,87.3,9.73,13.73,26.46,13.45,9.02,0.1,22.66,1.45,2.63,,,2.63,0.33,,56.96,0.34,237.24,,,115.63,760.95,-0.16
2022-03-07,35.32,87.79,9.78,13.51,26.54,14.49,8.99,0.33,26.06,1.45,2.64,,,2.63,0.33,,65.15,0.33,225.63,,,89.03,759.27,-0.13
2022-03-08,35.31,87.76,9.73,14.71,26.46,15.32,8.73,0.5,24.64,1.45,2.62,,,2.63,0.33,,60.69,0.55,200.52,,,120.82,763.43,-0.14
2022-03-09,35.33,87.37,9.77,16.15,26.51,13.72,8.43,4.7,26.28,1.45,2.63,,,2.63,0.33,,47.96,0.42,195.15,,,118.72,765.45,-0.22
2022-03-10,35.32,89.85,8.5,13.5,26.45,10.86,8.44,5.01,31.57,1.45,2.63,,,2.63,0.33,,40.08,0.33,196.78,,,124.77,766.66,-0.23
2022-03-11,35.3,91.96,7.44,10.92,27.67,11.25,8.47,0.33,27.5,1.45,2.63,,,2.63,0.33,,33.19,0.38,223.38,,,124.17,761.8,-0.28
2022-03-12,35.3,91.49,7.58,10.8,28.67,12.45,8.46,3.22,26.28,1.45,2.63,,,2.62,0.33,,35.68,0.39,232.67,,,116.6,763.1,-0.26
2022-03-13,35.3,91.8,7.45,10.75,28.49,12.45,8.47,5.0,30.39,1.45,2.63,,,2.63,0.33,,34.69,0.37,222.44,,,119.29,765.47,-0.26
2022-03-14,35.3,92.1,7.5,10.75,28.53,12.45,8.48,4.91,30.14,1.45,2.63,,,2.63,0.33,,42.23,0.4,213.19,,,112.71,766.29,-0.23
2022-03-15,35.3,91.55,7.68,10.84,28.81,13.29,8.45,5.19,26.22,1.45,2.63,,,2.63,0.33,,41.23,0.43,209.43,,,104.5,766.81,-0.25
2022-03-16,35.3,91.59,7.46,10.75,28.5,14.32,8.44,5.0,24.17,1.45,2.63,,,2.63,0.33,,42.99,0.55,245.0,,,121.24,770.86,-0.25
2022-03-17,35.3,86.6,7.44,10.75,28.35,14.19,8.4,5.09,23.03,1.45,2.63,,,2.63,0.33,,41.13,0.51,224.97,,,75.03,765.32,-0.25
2022-03-18,35.3,81.7,7.57,10.8,26.65,12.19,8.44,5.2,23.96,1.45,2.63,,,2.63,0.33,,43.49,0.52,199.4,,,101.51,763.52,-0.24
2022-03-19,35.26,81.79,16.49,11.76,28.24,13.79,8.48,4.41,24.16,1.45,2.63,,,2.63,0.33,,64.75,0.73,236.32,,,112.34,789.19,-0.14
2022-03-20,35.24,82.24,16.84,11.81,28.42,13.8,8.45,3.8,23.54,1.45,2.63,,,2.63,0.33,,60.68,0.82,253.02,,,112.09,795.18,-0.12
2022-03-21,35.24,81.65,16.66,11.75,28.19,13.8,8.44,3.8,23.16,1.45,2.63,,,2.63,0.33,,67.4,0.7,249.04,,,124.2,790.86,-0.1
2022-03-22,35.24,81.78,16.63,11.74,28.16,13.8,8.45,3.8,24.78,1.45,2.63,,,2.63,0.33,,67.85,0.72,243.24,,,103.46,770.76,-0.11
2022-03-23,35.28,81.34,16.63,12.56,29.16,12.86,8.46,3.8,26.12,1.45,2.63,,,2.63,0.33,,57.52,0.63,221.16,,,110.08,786.02,-0.15
2022-03-24,35.32,84.77,16.62,13.39,30.17,11.89,8.46,3.8,24.02,1.45,2.63,,,2.63,0.33,,61.83,0.58,178.37,,,105.48,817.59,-0.14
2022-03-25,35.3,87.27,16.6,13.39,30.14,11.89,8.47,3.8,21.67,1.45,2.63,,,2.64,0.33,,66.98,0.57,189.06,,,100.03,814.05,-0.09
2022-03-26,35.27,87.64,16.61,13.39,30.15,11.89,8.47,3.8,20.21,1.45,2.63,,,2.63,0.33,,68.51,0.55,174.59,,,121.38,860.6,-0.1
2022-03-27,35.27,87.41,16.61,13.39,30.15,11.89,8.45,3.8,19.12,1.45,2.62,,,2.63,0.33,,61.69,0.49,174.79,,,131.75,863.37,-0.14
2022-03-28,35.27,87.36,16.61,13.39,30.15,11.89,8.46,3.8,18.65,1.45,2.63,,,2.62,0.33,,60.27,0.62,171.79,,,136.75,809.44,-0.15
2022-03-29,46.36,87.53,16.61,13.39,29.58,12.53,8.47,3.24,19.21,1.45,2.63,,,2.63,0.33,,59.97,0.72,213.94,,,139.03,796.01,-0.16
2022-03-30,50.38,90.4,16.6,13.39,29.14,13.02,8.45,2.8,18.07,1.45,2.63,,,2.63,0.33,,64.77,0.73,252.48,,,137.63,791.79,-0.14
2022-03-31,47.2,92.46,16.61,13.4,29.16,13.02,8.43,2.8,17.86,1.45,2.63,,,2.63,0.33,,62.36,0.8,264.86,,,148.88,804.79,-0.15
2022-04-01,46.91,91.92,16.61,13.38,29.14,13.02,8.43,2.8,17.5,1.45,2.63,,,2.63,0.33,,73.63,0.79,245.33,,,139.81,810.51,-0.1
2022-04-02,47.23,92.52,16.81,13.47,29.43,13.02,8.45,2.8,17.63,1.45,2.63,,,2.63,0.33,,64.0,0.79,280.21,,,133.63,809.95,-0.09
2022-04-03,47.17,92.4,16.7,13.43,29.28,13.02,8.5,2.8,17.69,1.45,2.62,,,2.63,0.33,,61.33,0.69,282.08,,,145.82,821.62,-0.13
2022-04-04,47.28,92.62,16.66,13.41,29.22,13.02,8.44,2.8,18.26,1.45,2.62,,,2.64,0.33,,57.88,0.54,264.41,,,144.19,831.7,-0.16
2022-04-05,47.29,92.67,16.63,13.4,29.18,13.02,8.46,2.8,17.72,1.45,2.63,,,2.63,0.33,,57.6,0.65,245.97,,,143.3,831.73,-0.16
2022-04-06,47.23,92.53,16.63,13.4,29.19,13.02,8.44,2.8,17.9,1.45,2.63,,,2.63,0.33,,52.89,0.87,210.09,,,140.16,837.82,-0.2
2022-04-07,47.32,92.7,16.66,13.41,29.22,13.02,8.48,2.8,17.68,1.45,2.63,,,2.63,0.33,,52.45,0.87,212.7,,,132.22,836.86,-0.2
2022-04-08,47.22,92.51,16.64,13.41,29.2,13.02,8.45,2.8,17.02,1.45,2.63,,,2.63,0.33,,62.25,0.93,227.83,,,129.39,836.34,-0.15
2022-04-09,47.2,92.44,16.63,13.4,29.18,13.02,8.41,2.8,17.02,1.45,2.63,,,2.63,0.33,,62.37,0.86,189.07,,,130.19,847.59,-0.15
2022-04-10,47.2,92.46,16.57,13.38,29.1,13.02,8.46,2.8,16.62,1.45,2.63,,,2.63,0.33,,63.35,0.87,169.94,,,102.95,849.7,-0.15
2022-04-11,47.3,92.66,16.72,13.44,29.3,13.02,8.42,2.8,16.5,1.45,2.63,,,2.63,0.33,,60.26,0.84,208.64,,,131.97,847.06,-0.17
2022-04-12,47.32,92.7,16.7,13.43,29.27,13.02,8.46,2.8,16.02,1.45,2.63,,,2.63,0.33,,65.97,0.85,192.67,,,115.58,845.53,-0.13
2022-04-13,47.38,92.93,16.71,13.44,29.3,13.02,8.43,2.8,15.59,1.45,2.63,,,2.63,0.33,,83.77,0.9,161.98,,,107.73,845.7,-0.09
